pmid,title,year,journal,publication_type,authors,doi,pmcid,url,abstract,fetched_at
35498686,Water Stress Differentially Modulates the Expression of Tomato Cell Wall Metabolism-Related Genes in ,2022,Frontiers in plant science,Journal Article,Veronico P; Rosso LC; Melillo MT,10.3389/fpls.2022.817185,PMC9051518,https://www.ncbi.nlm.nih.gov/pubmed/35498686,"Microscopic observations and transcriptomic RNA-Seq analyses were applied to investigate the effect of water stress during the formation of tomato galls formation 1 and 2 weeks after inoculation with the root-knot nematode Meloidogyne incognita. Water stress affected root growth and the nematode ability to mount an efficient parasitism. The effects of water stress on the feeding site development were already observed at 1 week after nematode inoculation, with smaller giant cells, delayed development, and thinner cell walls. These features suggested changes in the expression levels of genes involved in the feeding site formation and maintenance. Gene Ontology (GO) enrichment and expression patterns were used to characterize differentially expressed genes. Water stress modified the expression profile of genes involved in the synthesis, degradation, and remodeling of the cell wall during the development of nematode feeding site. A comparison of gene expression with unstressed galls revealed that water stress intensified the up or downregulation of most genes. However, it particularly influenced the expression pattern of expansin A11 (Solyc04g081870.4.1), expansin-like B1(Solyc08g077910.3.1), a pectin acetylesterase (Solyc08g005800.4.1), and the pectin methylesterase pmeu1 (Solyc03g123630.4.1) which were upregulated in unstressed galls and repressed by water stress, at both sampling times. The expression of most members of the genes involved in cell wall metabolism, i.e., those coding for Csl, fasciclin, and COBRA proteins, were negatively influenced. Interestingly, alteration in the expression profiles of most dirigent protein genes (DIRs) and upregulation of five gene coding for Casparian strip domain protein (CASP)-like proteins were found. Gene expression analysis of galls from water stressed plants allowed us to better understand the molecular basis of M. incognita parasitism in tomato. Specific genes, including those involved in regulation of cellulose synthesis and lignification process, require further study to develop defense strategies against root-knot nematodes.",2026-02-13T15:59:55.571920
30754671,Transcriptome Analysis Reveals New Insights into the Bacterial Wilt Resistance Mechanism Mediated by Silicon in Tomato.,2019,International journal of molecular sciences,Journal Article,Jiang N; Fan X; Lin W,10.3390/ijms20030761,PMC6387441,https://www.ncbi.nlm.nih.gov/pubmed/30754671,"Bacterial wilt is a devastating disease of tomato caused by soilborne pathogenic bacterium Ralstonia solanacearum. Previous studies found that silicon (Si) can increase tomato resistance against R. solanacearum, but the exact molecular mechanism remains unclear. RNA sequencing (RNA-Seq) technology was used to investigate the dynamic changes of root transcriptome profiles between Si-treated (+Si) and untreated (-Si) tomato plants at 1, 3, and 7 days post-inoculation with R. solanacearum. The contents of salicylic acid (SA), ethylene (ET), and jasmonic acid (JA) and the activity of defense-related enzymes in roots of tomato in different treatments were also determined. The burst of ET production in roots was delayed, and SA and JA contents were altered in Si treatment. The transcriptional response to R. solanacearum infection of the +Si plants was quicker than that of the untreated plants. The expression levels of differentially-expressed genes involved in pathogen-associated molecular pattern-triggered immunity (PTI), oxidation resistance, and water-deficit stress tolerance were upregulated in the Si-treated plants. Multiple hormone-related genes were differentially expressed in the Si-treated plants. Si-mediated resistance involves mechanisms other than SA- and JA/ET-mediated stress responses. We propose that Si-mediated tomato resistance to R. solanacearum is associated with activated PTI-related responses and enhanced disease resistance and tolerance via several signaling pathways. Such pathways are mediated by multiple hormones (e.g., SA, JA, ET, and auxin), leading to diminished adverse effects (e.g., senescence, water-deficit, salinity and oxidative stress) normally caused by R. solanacearum infection. This finding will provide an important basis to further characterize the role of Si in enhancing plant resistance against biotic stress.",2026-02-13T15:59:56.298542
24081612,"Characterization of two tomato AP2/ERF genes, SlCRF1 and SlCRF2 in hormone and stress responses.",2014,Plant cell reports,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Shi X; Gupta S; Rashotte AM,10.1007/s00299-013-1510-6,NA,https://www.ncbi.nlm.nih.gov/pubmed/24081612,"SlCRF1 and SlCRF2 are expressed throughout the plant, prominently in vascular tissue. Each SlCRF has a distinct pattern of cytokinin induction and regulation by abiotic stresses in different organs. Cytokinin is an essential plant hormone involved in the regulation of many growth and developmental processes. While many cytokinin signaling pathway components have been well characterized, the cytokinin response factors (CRFs) that form a branch of this pathway are less well understood. This study examines the tomato (Solanum lycopersicum (L.)) CRF genes, SlCRF1 and SlCRF2 presenting a detailed and novel characterization of their developmental expression patterns, transcriptional regulation by hormones particularly cytokinin, and response to abiotic stresses. Both SlCRF1 and SlCRF2 were predominantly expressed in vasculature in tissues throughout the plant, with an overall trend for greater SlCRF2 expression in younger organs. Hormone regulation of SlCRF1 and SlCRF2 transcripts is primarily by cytokinin, which induced both SlCRFs in different organs over a range of developmental stages. The strongest cytokinin induction was found in leaves, with SlCRF2 induced to a higher level than SlCRF1. Examination of SlCRF transcripts during abiotic stress responses revealed that SlCRF1 and SlCRF2 have distinct patterns of regulation from each other and between leaves and roots. Novel connections between SlCRFs and stresses were found in particular including a strong induction of SlCRF1 by cold stress and a strong induction of SlCRF2 by oxidative stress in roots and unique patterns of induction/repression linking both SlCRFs to drought stress and response during recovery. Overall, this study provides a clear picture of SlCRF1 and SlCRF2 expression patterns across tissues during development and in response to cytokinin and specific stresses, indicating their importance in plant growth and environmental responses.",2026-02-13T15:59:56.898458
32480503,Identification of novel stress-responsive biomarkers from gene expression datasets in tomato roots.,2016,Functional plant biology : FPB,Journal Article,Ferrández-Ayela A; Sánchez-García AB; Martínez-Andújar C,10.1071/FP15385,NA,https://www.ncbi.nlm.nih.gov/pubmed/32480503,"Abiotic stresses such as heat, drought or salinity have been widely studied individually. Nevertheless, in the nature and in the field, plants and crops are commonly exposed to a different combination of stresses, which often result in a synergistic response mediated by the activation of several molecular pathways that cannot be inferred from the response to each individual stress. By screening microarray data obtained from different plant species and under different stresses, we identified several conserved stress-responsive genes whose expression was differentially regulated in tomato (Solanum lycopersicum L.) roots in response to one or several stresses. We validated 10 of these genes as reliable biomarkers whose expression levels are related to different signalling pathways involved in adaptive stress responses. In addition, the genes identified in this work could be used as general salt-stress biomarkers to rapidly evaluate the response of salt-tolerant cultivars and wild species for which sufficient genetic information is not yet available.",2026-02-13T15:59:57.522341
34371311,"SlNAC6, A NAC transcription factor, is involved in drought stress response and reproductive process in tomato.",2021,Journal of plant physiology,Journal Article,Jian W; Zheng Y; Yu T,10.1016/j.jplph.2021.153483,NA,https://www.ncbi.nlm.nih.gov/pubmed/34371311,"Tomato plants are susceptible to drought stress, but the mechanism involved in this process still remains poorly understood. In the present study, we demonstrated that SlNAC6, a nuclear-localized protein induced by exogenous abscisic acid (ABA) or polyethylene glycol (PEG) stress treatment, plays a positive role in tomato plant response to PEG stress. Down-regulation of SlNAC6 (SlNAC6-RNAi) resulted in a semidwarf phenotype, and the SlNAC6-RNAi lines showed reduced tolerance to PEG stress, exhibiting a higher water loss rate and degree of oxidative damage, as well as lower values of proline content and antioxidant enzyme activity, when compared with those in wild type (WT). In contrast, overexpression of SlNAC6 (SlNAC6-OE) leads to a significant delay of growth, and the SlNAC6-OE lines showed greatly enhanced tolerance to PEG stress concomitant with a lower water loss rate and degree of oxidative damage, as well as higher values of proline content and antioxidant enzyme activity. Further study showed that the transcription level of ABA signaling-related genes and the ABA content are respectively decreased or increased in SlNAC6-RNAi and SlNAC6-OE seedlings, as verified by multiple physiological parameters, such as stomatal conductance, water loss rate, seed germination, and root length. Moreover, overexpression of SlNAC6 can accelerate tomato fruit ripening. Collectively, this study demonstrates SlNAC6 exerts important roles in tomato development, drought stress response, and fruit ripening processes, some of them perhaps partly through modulating an ABA-mediated pathway, which implies SlNAC6 may hold the potential applications in improving agronomic traits of tomato or other Solanaceae crops.",2026-02-13T15:59:58.145882
37939107,"Lupenone, a wonder chemical obtained from Euphorbia segetalis to boost affinity for the transcriptional factor escalating drought-tolerance in Solanum Lycopersicum: A cutting-edge computational biology approach.",2023,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Debnath S; Alqahtani T; Alqahtani A,10.1371/journal.pone.0281293,PMC10631687,https://www.ncbi.nlm.nih.gov/pubmed/37939107,"Drought is the single greatest abiotic factor influencing crop yield worldwide. Plants remain in one area for extended periods, making them vulnerable to natural and man-made influences. Understanding plant drought responses will help us develop strategies for breeding drought-resistant crops. Large proteome analysis revealed that leaf and root tissue proteins respond to drought differently depending on the plant's genotype. Commonly known as tomatoes, Solanum Lycopersicum is a globally important vegetable crop. However, drought stress is one of the most significant obstacles to tomato production, making the development of cultivars adapted to dry conditions an essential goal of agricultural biotechnology. Breeders have put quite a lot of time and effort into the tomato to increase its productivity, adaptability, and resistance to biotic and abiotic challenges. However, conventional tomato breeding has only improved drought resistance due to the complexity of drought traits. The resilience of tomatoes under drought stress has been the subject of extensive study. Using contemporary sequencing approaches like genomics, transcriptomics, proteomics, and metabolomics has dramatically aided in discovering drought-responsive genes. One of the most prominent families of plant transcription factors, WRKY genes, plays a crucial role in plant growth and development in response to natural and abiotic stimuli. To develop plants that can withstand both biotic and abiotic stress, understanding the relationships between WRKY-proteins (transcription factors) and other proteins and ligands in plant cells is essential. This is despite the fact that tomatoes have a long history of domestication. This research aims to utilize Lupenone, a hormone produced in plant roots in response to stress, to increase drought resistance in plants. Lupenone exhibits a strong affinity for the WRKY protein at -9.64 kcal/mol. Molecular docking and modeling studies show that these polyphenols have a significant role in making Solanum Lycopersicum drought-resistant and improving the quality of its fruit. As a result of climate change, droughts are occurring more frequently and persisting for more extended periods, making it necessary to breed crops resistant to drought. While considerable variability for tolerance exists in wild cousins, little is known about the processes and essential genes influencing drought tolerance in cultivated tomato species.",2026-02-13T15:59:58.815428
27716937,Low levels of strigolactones in roots as a component of the systemic signal of drought stress in tomato.,2016,The New phytologist,Journal Article,Visentin I; Vitali M; Ferrero M,10.1111/nph.14190,NA,https://www.ncbi.nlm.nih.gov/pubmed/27716937,"Strigolactones (SL) contribute to drought acclimatization in shoots, because SL-depleted plants are hypersensitive to drought due to stomatal hyposensitivity to abscisic acid (ABA). However, under drought, SL biosynthesis is repressed in roots, suggesting organ specificity in their metabolism and role. Because SL can be transported acropetally, such a drop may also affect shoots, as a systemic indication of stress. We investigated this hypothesis by analysing molecularly and physiologically wild-type (WT) tomato (Solanum lycopersicum) scions grafted onto SL-depleted rootstocks, compared with self-grafted WT and SL-depleted genotypes, during a drought time-course. Shoots receiving few SL from the roots behaved as if under mild stress even if irrigated. Their stomata were hypersensitive to ABA (likely via a localized enhancement of SL synthesis in shoots). Exogenous SL also enhanced stomata sensitivity to ABA. As the partial shift of SL synthesis from roots to shoots mimics what happens under drought, a reduction of root-produced SL might represent a systemic signal unlinked from shootward ABA translocation, and sufficient to prime the plant for better stress avoidance.",2026-02-13T15:59:59.453134
36829934,Enzymatic and Non-Enzymatic Antioxidant Responses of Young Tomato Plants (cv. Micro-Tom) to Single and Combined Mild Nitrogen and Water Deficit: Not the Sum of the Parts.,2023,"Antioxidants (Basel, Switzerland)",Journal Article,Machado J; Vasconcelos MW; Soares C,10.3390/antiox12020375,PMC9951916,https://www.ncbi.nlm.nih.gov/pubmed/36829934,"This study aims to perform a broad analysis of the antioxidant (AOX) responses of young tomato plants exposed to single and combined mild nitrogen (N) and water deficits through the evaluation of oxidative biomarkers, non-enzymatic and enzymatic AOX components. 'Micro-Tom' seedlings were subjected to four treatments: control (CTR; 100%N + 100%W), N deficit (N; 50%N), water deficit (W; 50%W), and combined deficits (N + W; 50%N + 50%W). An enhancement of several non-enzymatic and enzymatic components was found in plants subjected to N + W deficit, which presented higher anthocyanins accumulation (up to 103%) as well as higher levels of superoxide dismutase (SOD) transcripts at root level and of ascorbate peroxidase (APX) and catalase (CAT) transcripts at shoot level. This increase in the gene expression was also translated in augmented SOD (up to 202%), APX (up to 155%) and CAT (up to 108%) activity compared to CTR plants and the single deficits. Overall, tomato plants were able to employ defense strategies to cope with this combined deficit, as demonstrated by the higher total AOX capacity (up to 87%) compared to the single deficits, which contributed to the maintenance of their redox homeostasis, with unchanged values of lipid peroxidation and hydrogen peroxide compared with CTR plants.",2026-02-13T16:00:00.207185
37270475,Genome-wide identification and expression analysis of the polygalacturonase gene family in sweetpotato.,2023,BMC plant biology,Journal Article,He P; Zhang J; Lv Z,10.1186/s12870-023-04272-1,PMC10239142,https://www.ncbi.nlm.nih.gov/pubmed/37270475,"Polygalacturonase (PG), a crucial enzyme involved in pectin degradation, is associated with various plants' developmental and physiological processes such as seed germination, fruit ripening, fruit softening and plant organ abscission. However, the members of PG gene family in sweetpotato (Ipomoea batatas) have not been extensively identified.",2026-02-13T16:00:01.028809
36135793,Spatiotemporal dynamics of the tomato fruit transcriptome under prolonged water stress.,2022,Plant physiology,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't",Nicolas P; Shinozaki Y; Powell A,10.1093/plphys/kiac445,PMC9706477,https://www.ncbi.nlm.nih.gov/pubmed/36135793,"Water availability influences all aspects of plant growth and development; however, most studies of plant responses to drought have focused on vegetative organs, notably roots and leaves. Far less is known about the molecular bases of drought acclimation responses in fruits, which are complex organs with distinct tissue types. To obtain a more comprehensive picture of the molecular mechanisms governing fruit development under drought, we profiled the transcriptomes of a spectrum of fruit tissues from tomato (Solanum lycopersicum), spanning early growth through ripening and collected from plants grown under varying intensities of water stress. In addition, we compared transcriptional changes in fruit with those in leaves to highlight different and conserved transcriptome signatures in vegetative and reproductive organs. We observed extensive and diverse genetic reprogramming in different fruit tissues and leaves, each associated with a unique response to drought acclimation. These included major transcriptional shifts in the placenta of growing fruit and in the seeds of ripe fruit related to cell growth and epigenetic regulation, respectively. Changes in metabolic and hormonal pathways, such as those related to starch, carotenoids, jasmonic acid, and ethylene metabolism, were associated with distinct fruit tissues and developmental stages. Gene coexpression network analysis provided further insights into the tissue-specific regulation of distinct responses to water stress. Our data highlight the spatiotemporal specificity of drought responses in tomato fruit and indicate known and unrevealed molecular regulatory mechanisms involved in drought acclimation, during both vegetative and reproductive stages of development.",2026-02-13T16:00:01.840444
31802376,Investigation of PIC1 (permease in chloroplasts 1) gene's role in iron homeostasis: bioinformatics and expression analyses in tomato and sorghum.,2020,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",Journal Article,Filiz E; Aydın Akbudak M,10.1007/s10534-019-00228-x,NA,https://www.ncbi.nlm.nih.gov/pubmed/31802376,"Iron (Fe) is a crucial micronutrient in plant metabolism; thus, iron homeostasis is critical for plant development. Permease in chloroplast 1 (PIC1) is the first protein determined in the chloroplast playing a role iron homeostasis. In the present study, the PIC1 gene was investigated at a genome-wide scale in four plant genomes; Arabidopsis, tomato, maize and sorghum. Based on the gene ontology database, 21 GO terms were found related to the PIC1 gene, most of which were involved in iron hemostasis and transport. The digital expression data revealed that the expression of the majority of PIC1 genes (62.5%) in Arabidopsis decreased under abiotic stress conditions. Expression profiles of tomato PIC1 (SlPIC1) and sorghum PIC1 (SbPIC1) genes were also analyzed under salt and drought stress conditions using Real Time-quantitative PCR (RT-qPCR). Our wet-lab studies demonstrated that the SbPIC1 gene was down-regulated under salt and drought stresses in all tissues, while SlPIC1 was up-regulated in all but root tissue under drought stress. Some structural variations were detected in predicted 3D structures of PIC1 proteins and the structural similarity values varied between 0.23 and 0.35. Consequently, these results may contribute to the understanding of the PIC1 gene in iron transport and homeostasis in plants.",2026-02-13T16:00:02.422332
1912497,"The tomato Cu,Zn superoxide dismutase genes are developmentally regulated and respond to light and stress.",1991,Plant molecular biology,"Journal Article; Research Support, Non-U.S. Gov't",Perl-Treves R; Galun E,NA,NA,https://www.ncbi.nlm.nih.gov/pubmed/1912497,"The expression of the two Cu,Zn superoxide dismutase (SOD) genes of tomato was followed in different organs and plant developmental stages at the transcript and enzymatic activity levels. The cDNA clones used as probes code for the chloroplast Cu,Zn SOD (clone T1) and the cytosolic Cu,Zn SOD (clone P31). The two genes were found to display distinct expression patterns. While the T1 transcript was rare or absent from roots, stems and ripening fruits, the P31 transcript was very abundant in these organs. Shoot tips, flower buds, seedlings and young leaves contained high levels of the two mRNAs. During leaf expansion, the levels of both transcripts diminish markedly. Despite the diminished presence of transcripts, SOD activity levels of the corresponding cytosolic and chloroplast isozymes accumulated and were sustained throughout leaf expansion. In non-photosynthetic organs, the SOD-3 (cytosolic) isozyme contained most of the activity, while in the expanded leaf the SOD-1 (chloroplast) isozyme was more abundant. Light-regulated accumulation of both the P31 transcript (1.7-fold) and the T1 transcript (3-fold) was observed upon light exposure of etiolated seedlings. However, only SOD-1 activity was observed to increase, after a lag of a few hours. The levels of both transcripts increased in response to paraquat and mechanical wounding. The level of the cytosolic transcript and the respective isozyme activity increased dramatically during prolonged drought stress while the chloroplast transcript remained unaffected. The expression of both genes was enhanced by spraying tomato plants with ethephon--a compound that releases ethylene. Our data show that the expression of Cu,Zn SOD genes in tomato is modulated in response to a variety of factors and suggest the importance of oxyradical toxicity as well as the role of SOD in the defence mechanism of plants exposed to stress.",2026-02-13T16:00:03.025098
8666253,A lea-class gene of tomato confers salt and freezing tolerance when expressed in Saccharomyces cerevisiae.,1996,Gene,Journal Article,Imai R; Chang L; Ohta A,NA,NA,https://www.ncbi.nlm.nih.gov/pubmed/8666253,"During periods of water deficit, plants accumulate late embryogenesis-abundant (LEA) proteins which are thought to protect cells from stresses associated with dehydration. One of these genes, le25, is expressed in tomato leaves and roots in response to water deficit and abscisic acid accumulation. To study the function of this protein and to test the effect of overproduction of the LE25 protein in Saccharomyces cerevisiae (Sc), a recombinant plasmid in which le25 is expressed under the control of the GAL1 promoter was constructed. The content of LE25 was high in Sc cells transformed with the recombinant plasmid. The transformant exhibited several stress-tolerant phenotypes. Growth of the transformant in a medium with 1.2 M NaCl was improved, as compared to a control strain. While the control strain showed a long lag phase of 40 h, le25-expressing cells showed a shortened lag phase of 10 h. However, no growth improvement was observed in a medium with 2 M sorbitol. In addition, the transformant had an increased survival rate after freezing stress, but not after high-temperature stress. These results, together with its predicted secondary structure, may indicate that LE25 functions as an ion scavenger.",2026-02-13T16:00:03.614705
38168610,A suberized exodermis is required for tomato drought tolerance.,2024,Nature plants,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't",Cantó-Pastor A; Kajala K; Shaar-Moshe L,10.1038/s41477-023-01567-x,PMC10808073,https://www.ncbi.nlm.nih.gov/pubmed/38168610,"Plant roots integrate environmental signals with development using exquisite spatiotemporal control. This is apparent in the deposition of suberin, an apoplastic diffusion barrier, which regulates flow of water, solutes and gases, and is environmentally plastic. Suberin is considered a hallmark of endodermal differentiation but is absent in the tomato endodermis. Instead, suberin is present in the exodermis, a cell type that is absent in the model organism Arabidopsis thaliana. Here we demonstrate that the suberin regulatory network has the same parts driving suberin production in the tomato exodermis and the Arabidopsis endodermis. Despite this co-option of network components, the network has undergone rewiring to drive distinct spatial expression and with distinct contributions of specific genes. Functional genetic analyses of the tomato MYB92 transcription factor and ASFT enzyme demonstrate the importance of exodermal suberin for a plant water-deficit response and that the exodermal barrier serves an equivalent function to that of the endodermis and can act in its place.",2026-02-13T16:00:04.341360
